"Time","Source","Destination","Length","Protocol","Info"
"22.634515","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"22.644053","185.220.101.45","54.36.163.65","292","TLSv1.2","Ignored Unknown Record"
"22.723945","185.220.101.45","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"22.736380","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"22.744796","185.220.101.45","54.36.163.65","292","TLSv1.2","Ignored Unknown Record"
"22.828557","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"22.907979","185.220.101.45","54.36.163.65","197","TLSv1.2","Ignored Unknown Record"
"22.957318","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data"
"23.065025","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"23.559168","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"23.559168","185.220.101.45","54.36.163.65","688","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"23.787961","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"23.808250","185.220.101.45","54.36.163.65","769","TLSv1.2","Ignored Unknown Record"
"24.482198","185.220.101.45","54.36.163.65","1146","TLSv1.2","Application Data, Application Data"
"24.495834","185.220.101.45","54.36.163.65","1084","TLSv1.2","Application Data"
"24.502426","185.220.101.45","54.36.163.65","456","TCP","25744  >  8001 [PSH, ACK] Seq=164428 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"24.547947","185.220.101.45","54.36.163.65","456","TCP","[TCP Previous segment not captured] 25744  >  8001 [PSH, ACK] Seq=165848 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"24.547947","185.220.101.45","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 25744  >  8001 [ACK] Seq=164824 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"24.854574","185.220.101.45","54.36.163.65","210","TCP","[TCP Previous segment not captured] 25744  >  8001 [PSH, ACK] Seq=167268 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"24.854574","185.220.101.45","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 25744  >  8001 [ACK] Seq=166244 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"24.879929","185.220.101.45","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"25.375463","185.220.101.45","54.36.163.65","374","TCP","[TCP Previous segment not captured] 25744  >  8001 [PSH, ACK] Seq=171118 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"25.600062","185.220.101.45","54.36.163.65","456","TCP","[TCP Previous segment not captured] 25744  >  8001 [PSH, ACK] Seq=172456 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"25.600062","185.220.101.45","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 25744  >  8001 [ACK] Seq=171432 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"25.707698","185.220.101.45","54.36.163.65","1316","TCP","25744  >  8001 [PSH, ACK] Seq=172852 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"26.008016","185.220.101.45","54.36.163.65","1323","TLSv1.2","Application Data, Application Data"
"26.395964","185.220.101.45","54.36.163.65","603","TLSv1.2","Application Data"
"26.744759","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"27.347773","185.220.101.45","54.36.163.65","759","TLSv1.2","Ignored Unknown Record"
"27.708258","185.220.101.45","54.36.163.65","603","TLSv1.2","Application Data"
"28.096063","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"28.350377","185.220.101.45","54.36.163.65","526","TLSv1.2","Ignored Unknown Record"
"28.711194","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"28.722517","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"28.731360","185.220.101.45","54.36.163.65","456","TLSv1.2","Ignored Unknown Record"
"29.082719","185.220.101.45","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"29.267998","185.220.101.45","54.36.163.65","992","TLSv1.2","Ignored Unknown Record"
"29.512262","185.220.101.45","54.36.163.65","1480","TCP","25744  >  8001 [PSH, ACK] Seq=190596 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"29.630625","185.220.101.45","54.36.163.65","1316","TCP","25744  >  8001 [PSH, ACK] Seq=192016 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"30.043991","185.220.101.45","54.36.163.65","1040","TLSv1.2","Application Data, Application Data"
"30.091931","185.220.101.45","54.36.163.65","1480","TLSv1.2","Application Data"
"30.394944","185.220.101.45","54.36.163.65","1316","TCP","25744  >  8001 [PSH, ACK] Seq=195672 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"30.442844","185.220.101.45","54.36.163.65","1398","TCP","25744  >  8001 [PSH, ACK] Seq=196928 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"31.019934","185.220.101.45","54.36.163.65","2108","TLSv1.2","Application Data, Application Data, Application Data"
"31.019935","185.220.101.45","54.36.163.65","645","TCP","25744  >  8001 [PSH, ACK] Seq=200314 Ack=1 Win=21 Len=585 [TCP segment of a reassembled PDU]"
"31.300418","185.220.101.45","54.36.163.65","1316","TCP","25744  >  8001 [PSH, ACK] Seq=200899 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"31.516509","185.220.101.45","54.36.163.65","1069","TLSv1.2","Application Data, Application Data"
"31.671402","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"31.699002","185.220.101.45","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"32.113412","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"32.127411","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"32.134418","185.220.101.45","54.36.163.65","374","TLSv1.2","Ignored Unknown Record"
"32.396233","185.220.101.45","54.36.163.65","1050","TLSv1.2","Ignored Unknown Record"
"32.483939","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"32.779494","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"32.863934","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"33.152007","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"33.369978","185.220.101.45","54.36.163.65","992","TLSv1.2","Ignored Unknown Record"
"33.511124","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"33.712180","185.220.101.45","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"33.881345","185.220.101.45","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"34.170180","185.220.101.45","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"34.249109","185.220.101.45","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"34.444693","185.220.101.45","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"34.800027","185.220.101.45","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"34.945876","185.220.101.45","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"42.326638","185.220.101.45","54.36.163.65","184","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"42.736663","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"42.743301","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"42.760188","185.220.101.45","54.36.163.65","374","TLSv1.2","Ignored Unknown Record"
"43.156030","185.220.101.45","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"43.163944","185.220.101.45","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"43.180080","185.220.101.45","54.36.163.65","456","TLSv1.2","Ignored Unknown Record"
"43.481418","185.220.101.45","54.36.163.65","483","TLSv1.2","Ignored Unknown Record"
"43.589443","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data"
"43.855841","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"43.931111","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"44.277561","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"44.299952","185.220.101.45","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"44.689167","185.220.101.45","54.36.163.65","284","TLSv1.2","Ignored Unknown Record"
"44.712747","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data"
"45.112060","185.220.101.45","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"45.112060","185.220.101.45","54.36.163.65","688","TCP","25744  >  8001 [PSH, ACK] Seq=297597 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"45.477759","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"45.484914","185.220.101.45","54.36.163.65","1084","TCP","25744  >  8001 [ACK] Seq=299563 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"45.500200","185.220.101.45","54.36.163.65","374","TCP","25744  >  8001 [PSH, ACK] Seq=300587 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"45.839360","185.220.101.45","54.36.163.65","226","TLSv1.2","Application Data"
"45.867972","185.220.101.45","54.36.163.65","1117","TLSv1.2","Application Data"
"46.173306","185.220.101.45","54.36.163.65","603","TLSv1.2","Application Data"
"46.205269","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"46.392560","185.220.101.45","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"46.432707","185.220.101.45","54.36.163.65","99","TLSv1.2","Ignored Unknown Record"
"46.507951","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"46.879938","185.220.101.45","54.36.163.65","1951","TLSv1.2","Application Data, Application Data, Application Data"
"47.288010","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data"
"47.297271","185.220.101.45","54.36.163.65","1084","TLSv1.2","Application Data, Application Data"
"47.312809","185.220.101.45","54.36.163.65","374","TCP","25744  >  8001 [PSH, ACK] Seq=310973 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"47.736479","185.220.101.45","54.36.163.65","1127","TLSv1.2","Application Data, Application Data"
"47.747938","185.220.101.45","54.36.163.65","1084","TCP","25744  >  8001 [ACK] Seq=312354 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"47.756879","185.220.101.45","54.36.163.65","374","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"48.034105","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"48.145402","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"48.436395","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"48.474874","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"48.826234","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data, Application Data"
"48.861955","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"49.220021","185.220.101.45","54.36.163.65","808","TLSv1.2","Application Data, Application Data"
"49.246008","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data"
"49.657214","185.220.101.45","54.36.163.65","2108","TLSv1.2","Application Data, Application Data"
"49.657214","185.220.101.45","54.36.163.65","688","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"50.027966","185.220.101.45","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
