"Time","Source","Destination","Length","Protocol","Info"
"5.001995","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"5.300512","185.129.62.62","54.36.163.65","1672","TLSv1.2","Application Data, Application Data"
"5.699545","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"6.092758","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"7.456443","185.129.62.62","54.36.163.65","2968","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"7.456443","185.129.62.62","54.36.163.65","209","TCP","46438  >  8001 [PSH, ACK] Seq=35730 Ack=1 Win=502 Len=137 TSval=1870720678 TSecr=323590193 [TCP segment of a reassembled PDU]"
"7.518458","185.129.62.62","54.36.163.65","1068","TLSv1.2","Application Data, Application Data"
"7.559085","185.129.62.62","54.36.163.65","2968","TLSv1.2","Application Data, Application Data, Application Data"
"7.559085","185.129.62.62","54.36.163.65","662","TLSv1.2","Application Data, Application Data"
"7.801687","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"7.976019","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"8.190354","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"8.433792","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"8.987715","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"9.180496","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"9.425036","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"9.662337","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"9.912493","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"10.259283","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"10.476478","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"10.655958","185.129.62.62","54.36.163.65","1643","TLSv1.2","Application Data"
"10.918611","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"11.176635","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"11.406795","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"11.625519","185.129.62.62","54.36.163.65","2496","TLSv1.2","Application Data, Application Data, Application Data"
"11.794299","185.129.62.62","54.36.163.65","334","TLSv1.2","Application Data"
"11.994121","185.129.62.62","54.36.163.65","1129","TLSv1.2","Application Data"
"12.156758","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"12.496216","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"12.929754","185.129.62.62","54.36.163.65","2742","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"13.029959","185.129.62.62","54.36.163.65","117","TLSv1.2","Application Data"
"13.341161","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"13.703920","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"13.932068","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"14.124497","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"14.326224","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"14.509147","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"14.910467","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"15.052589","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"15.248470","185.129.62.62","54.36.163.65","1953","TLSv1.2","Application Data, Application Data"
"15.444531","185.129.62.62","54.36.163.65","334","TLSv1.2","Application Data"
"15.643365","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"15.996489","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"16.228038","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"16.404544","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"16.926896","185.129.62.62","54.36.163.65","1672","TLSv1.2","Application Data, Application Data"
"17.188602","185.129.62.62","54.36.163.65","2215","TLSv1.2","Application Data, Application Data, Application Data"
"17.433221","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"17.619699","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"17.912261","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"18.160331","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"18.355258","185.129.62.62","54.36.163.65","1129","TLSv1.2","Application Data"
"18.539829","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"18.725396","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"19.233151","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"19.411296","185.129.62.62","54.36.163.65","1672","TLSv1.2","Application Data, Application Data"
"19.789586","185.129.62.62","54.36.163.65","2668","TLSv1.2","Application Data, Application Data"
"19.925613","185.129.62.62","54.36.163.65","414","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"20.024604","185.129.62.62","54.36.163.65","334","TLSv1.2","Application Data"
"20.308400","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"20.549823","185.129.62.62","54.36.163.65","1129","TLSv1.2","Application Data"
"21.131215","185.129.62.62","54.36.163.65","2607","TLSv1.2","Application Data, Application Data, Application Data"
"21.271415","185.129.62.62","54.36.163.65","766","TLSv1.2","Application Data, Application Data"
"21.492486","185.129.62.62","54.36.163.65","2186","TLSv1.2","Application Data, Application Data"
"21.934890","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"22.055108","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"22.275965","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"22.607294","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"22.800771","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"23.005112","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"23.201242","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"23.376403","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"23.706819","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"24.099594","185.129.62.62","54.36.163.65","2713","TLSv1.2","Application Data, Application Data, Application Data"
"24.204667","185.129.62.62","54.36.163.65","117","TLSv1.2","Application Data"
"24.298821","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"24.490100","185.129.62.62","54.36.163.65","1129","TLSv1.2","Application Data"
"24.806748","185.129.62.62","54.36.163.65","2215","TLSv1.2","Application Data, Application Data, Application Data"
"25.016524","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"25.339403","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"25.817294","185.129.62.62","54.36.163.65","1656","TLSv1.2","Application Data, Application Data"
"25.950369","185.129.62.62","54.36.163.65","660","TLSv1.2","Application Data, Application Data"
"26.049458","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"26.499506","185.129.62.62","54.36.163.65","2170","TLSv1.2","Application Data, Application Data"
"26.600060","185.129.62.62","54.36.163.65","117","TLSv1.2","Application Data"
"27.110636","185.129.62.62","54.36.163.65","2787","TLSv1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"27.274651","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"27.512612","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"27.696914","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"27.953768","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"28.214313","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"28.395080","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"28.765500","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"29.321043","185.129.62.62","54.36.163.65","2496","TLSv1.2","Application Data, Application Data"
"29.417923","185.129.62.62","54.36.163.65","305","TLSv1.2","Application Data"
"29.548554","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"29.695963","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"29.858463","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"30.356733","185.129.62.62","54.36.163.65","2154","TLSv1.2","Application Data, Application Data, Application Data"
"30.456784","185.129.62.62","54.36.163.65","705","TLSv1.2","Application Data, Application Data"
"30.564609","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"30.722873","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"30.981443","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"31.111099","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"31.462516","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"31.652458","185.129.62.62","54.36.163.65","1953","TLSv1.2","Application Data, Application Data, Application Data"
"31.846113","185.129.62.62","54.36.163.65","363","TLSv1.2","Application Data"
"32.047382","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"32.242304","185.129.62.62","54.36.163.65","1129","TLSv1.2","Application Data"
"32.557995","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"32.793460","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"33.036187","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"33.273218","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"33.516235","185.129.62.62","54.36.163.65","2199","TLSv1.2","Application Data, Application Data, Application Data"
"33.655203","185.129.62.62","54.36.163.65","117","TLSv1.2","Application Data"
"33.973232","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"34.118910","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"34.353256","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"34.566338","185.129.62.62","54.36.163.65","2215","TLSv1.2","Application Data, Application Data, Application Data"
"34.972342","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"35.093772","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"35.342261","185.129.62.62","54.36.163.65","1129","TLSv1.2","Application Data"
"35.513128","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"35.701688","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"36.060990","185.129.62.62","54.36.163.65","1672","TLSv1.2","Application Data, Application Data"
"36.270038","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"36.487701","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"36.665222","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"36.860246","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"37.159542","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"37.485439","185.129.62.62","54.36.163.65","1672","TLSv1.2","Application Data, Application Data"
"37.620764","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"37.812965","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"38.056259","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"38.332461","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"38.553817","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"38.761570","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"38.995565","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"39.115252","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"39.460504","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"39.622112","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"39.852797","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"40.124302","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"40.223008","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"40.563776","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"40.801340","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"41.048952","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"41.182439","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"41.704515","185.129.62.62","54.36.163.65","2758","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"41.856479","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"42.049136","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"42.247886","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"42.760467","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"43.028233","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"43.412553","185.129.62.62","54.36.163.65","2607","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"43.515354","185.129.62.62","54.36.163.65","1842","TLSv1.2","Application Data, Application Data, Application Data"
"43.640937","185.129.62.62","54.36.163.65","654","TLSv1.2","Application Data, Application Data"
"44.033927","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"44.160175","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"44.645318","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"45.229606","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"45.630922","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"45.800061","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"46.227481","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"46.452149","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"46.605911","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"46.799755","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"47.167067","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"47.532498","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"47.720513","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"47.876626","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"48.072534","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"48.584588","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"49.056475","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"49.386911","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"49.739938","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"49.903093","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"50.071695","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"50.297524","185.129.62.62","54.36.163.65","2697","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"50.396194","185.129.62.62","54.36.163.65","414","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"50.879977","185.129.62.62","54.36.163.65","2490","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"51.039786","185.129.62.62","54.36.163.65","117","TLSv1.2","Application Data"
"51.136034","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"51.511238","185.129.62.62","54.36.163.65","1953","TLSv1.2","Application Data, Application Data, Application Data"
"51.610285","185.129.62.62","54.36.163.65","363","TLSv1.2","Application Data"
"51.856492","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"52.074683","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"52.212154","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"53.197432","185.129.62.62","54.36.163.65","2968","TLSv1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"53.197433","185.129.62.62","54.36.163.65","209","TCP","46438  >  8001 [PSH, ACK] Seq=256404 Ack=1 Win=502 Len=137 TSval=1870766421 TSecr=323636312 [TCP segment of a reassembled PDU]"
"53.297087","185.129.62.62","54.36.163.65","2469","TLSv1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"53.394483","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"53.580584","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"53.722610","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"54.065945","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"54.226804","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"54.419892","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"54.633524","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"54.861658","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"55.197888","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"55.343648","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"55.677180","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"56.208507","185.129.62.62","54.36.163.65","2199","TLSv1.2","Application Data, Application Data, Application Data"
"56.306182","185.129.62.62","54.36.163.65","117","TLSv1.2","Application Data"
"56.546358","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"56.884498","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"57.174030","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"57.325092","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"57.787520","185.129.62.62","54.36.163.65","2496","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"58.067878","185.129.62.62","54.36.163.65","906","TLSv1.2","Application Data, Application Data"
"58.320276","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"58.496495","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"58.632519","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"58.807077","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"59.280556","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"59.431975","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"59.560356","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"59.906172","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"60.120198","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"60.436853","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"60.591941","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"60.788493","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"60.953737","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"61.403433","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"61.580710","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"61.950738","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"62.427119","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"62.583098","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"63.142275","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"63.266467","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"63.558618","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"63.891139","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"64.244310","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"64.699369","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"64.874872","185.129.62.62","54.36.163.65","2968","TLSv1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"64.874872","185.129.62.62","54.36.163.65","143","TCP","46438  >  8001 [PSH, ACK] Seq=312333 Ack=1 Win=502 Len=71 TSval=1870778098 TSecr=323648800 [TCP segment of a reassembled PDU]"
"65.105685","185.129.62.62","54.36.163.65","363","TLSv1.2","Application Data"
"65.212523","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"65.352275","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"65.572492","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"65.815620","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"65.994336","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"66.168057","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"66.464520","185.129.62.62","54.36.163.65","2787","TLSv1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"66.860490","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"67.173456","185.129.62.62","54.36.163.65","1953","TLSv1.2","Application Data, Application Data, Application Data"
"67.398050","185.129.62.62","54.36.163.65","1449","TLSv1.2","Application Data, Application Data, Application Data"
"67.589053","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"68.132008","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"68.266010","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"68.439411","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"68.614865","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"68.800539","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"69.100825","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"69.236487","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"69.385278","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"69.532477","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"69.904691","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"70.186895","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"70.325242","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"70.644356","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"70.980956","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"71.249044","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"71.599444","185.129.62.62","54.36.163.65","2496","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"71.768934","185.129.62.62","54.36.163.65","363","TLSv1.2","Application Data"
"71.943782","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
"72.131429","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"72.393679","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"72.594282","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"72.768063","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"72.917074","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"73.205063","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"73.550407","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"73.686410","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"73.848862","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"74.192505","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"74.359483","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"74.646017","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"74.818410","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"74.988216","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"75.196983","185.129.62.62","54.36.163.65","1701","TLSv1.2","Application Data, Application Data, Application Data"
"75.389024","185.129.62.62","54.36.163.65","615","TLSv1.2","Application Data"
"75.698701","185.129.62.62","54.36.163.65","2244","TLSv1.2","Application Data, Application Data, Application Data, Application Data"
"76.153422","185.129.62.62","54.36.163.65","1158","TLSv1.2","Application Data, Application Data"
