"Time","Source","Destination","Length","Protocol","Info"
"7.683119","198.52.200.39","10.0.2.15","1474","TLSv1.2","Application Data, Application Data"
"7.683144","198.52.200.39","10.0.2.15","515","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"7.748045","198.52.200.39","10.0.2.15","345","TLSv1.2","Application Data"
"7.798132","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"7.862724","198.52.200.39","10.0.2.15","345","TLSv1.2","Application Data"
"7.915463","198.52.200.39","10.0.2.15","1392","TCP","443  >  38894 [PSH, ACK] Seq=60838 Ack=182760 Win=65535 Len=1338 [TCP segment of a reassembled PDU]"
"7.975729","198.52.200.39","10.0.2.15","830","TLSv1.2","Application Data, Application Data"
"8.040715","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.148059","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.272795","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"8.407045","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.486868","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"8.589599","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.654389","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.753597","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.818492","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"8.883027","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"8.984341","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.049276","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.114227","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.214578","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.279291","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.364086","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.506042","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"9.589785","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"9.654433","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.719664","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"9.822102","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.925778","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"9.937710","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data"
"10.002275","198.52.200.39","10.0.2.15","316","TLSv1.2","Application Data"
"10.103602","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"10.205211","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"10.310565","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"10.554023","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"10.637627","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"10.719231","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"10.831525","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"10.896424","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"10.997454","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.062571","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.127550","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.228166","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.293133","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.357930","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.801721","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"11.884627","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"11.949963","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"12.070463","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"12.185548","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"12.301357","198.52.200.39","10.0.2.15","1392","TCP","443  >  38894 [PSH, ACK] Seq=93215 Ack=245748 Win=65535 Len=1338 [TCP segment of a reassembled PDU]"
"12.314305","198.52.200.39","10.0.2.15","1344","TLSv1.2","Application Data, Application Data"
"12.416391","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"12.569638","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"12.658565","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"12.783182","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"12.848396","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"12.913597","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"13.005987","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"13.109362","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"13.174269","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"13.238927","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"13.365969","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"13.537412","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"13.620105","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"13.886400","198.52.200.39","10.0.2.15","1474","TLSv1.2","Application Data, Application Data"
"13.886425","198.52.200.39","10.0.2.15","515","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"13.887231","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"13.951810","198.52.200.39","10.0.2.15","64","TLSv1.2","Application Data"
"14.001455","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"14.033239","198.52.200.39","10.0.2.15","859","TLSv1.2","Application Data"
"14.116839","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.269984","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.334859","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.399967","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.565672","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.666518","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.773735","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"14.847355","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"14.910267","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data"
"14.940982","198.52.200.39","10.0.2.15","316","TLSv1.2","Application Data"
"15.057189","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"15.144406","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"15.209445","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"15.352929","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"15.444864","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"15.951035","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"15.951305","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"15.951547","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"16.015927","198.52.200.39","10.0.2.15","607","TLSv1.2","Application Data, Application Data"
"16.080717","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"16.181918","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"16.246865","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"16.312028","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"16.450139","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"16.617604","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"16.682176","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"16.733265","198.52.200.39","10.0.2.15","1380","TLSv1.2","Application Data, Application Data"
"16.765664","198.52.200.39","10.0.2.15","357","TLSv1.2","Application Data"
"16.848471","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"16.963147","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"17.078825","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"17.221214","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"17.309451","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"17.413777","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"17.517244","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"17.644580","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"17.709466","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"17.774316","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"17.885710","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.048387","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.188715","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.318547","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.434289","198.52.200.39","10.0.2.15","1474","TCP","443  >  38894 [ACK] Seq=140651 Ack=333171 Win=65535 Len=1420 [TCP segment of a reassembled PDU]"
"18.434317","198.52.200.39","10.0.2.15","205","TLSv1.2","Application Data"
"18.499240","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.563822","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.628859","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"18.693787","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.780105","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"18.921811","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"19.012247","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data"
"19.025321","198.52.200.39","10.0.2.15","316","TLSv1.2","Application Data"
"19.242582","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"19.365174","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"19.473064","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"19.577074","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"19.730217","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"19.744094","198.52.200.39","10.0.2.15","345","TLSv1.2","Application Data"
"19.819541","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"19.933560","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.057313","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.161739","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"20.281373","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.425143","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.512474","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.617470","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.725318","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"20.791368","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.858208","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"20.973693","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.088648","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.187246","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.252013","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.320277","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.384951","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.435650","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data"
"21.449493","198.52.200.39","10.0.2.15","316","TLSv1.2","Application Data"
"21.550637","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.686742","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.789009","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"21.882289","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"21.949509","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.032253","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.147236","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.264641","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.377975","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"22.493387","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data"
"22.500231","198.52.200.39","10.0.2.15","316","TLSv1.2","Application Data"
"22.609028","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.778688","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.843332","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"22.908407","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"23.010289","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"23.125382","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"23.244043","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"23.356703","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"23.472041","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"23.587702","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"23.805034","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"23.869658","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"23.947440","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"24.086064","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"24.209359","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"24.337662","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"24.431223","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"24.490682","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data"
"24.555256","198.52.200.39","10.0.2.15","316","TLSv1.2","Application Data"
"24.620372","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"24.686078","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"24.832312","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"25.209312","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"25.287937","198.52.200.39","10.0.2.15","1474","TLSv1.2","Application Data"
"25.287963","198.52.200.39","10.0.2.15","1310","TLSv1.2","Application Data, Application Data"
"25.304911","198.52.200.39","10.0.2.15","64","TLSv1.2","Application Data"
"25.403049","198.52.200.39","10.0.2.15","1474","TCP","443  >  38894 [ACK] Seq=192402 Ack=431997 Win=65535 Len=1420 [TCP segment of a reassembled PDU]"
"25.403079","198.52.200.39","10.0.2.15","205","TLSv1.2","Application Data"
"25.467904","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"25.609562","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"25.674429","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"25.739522","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"25.857631","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"25.922638","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"25.987057","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.095176","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.196907","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.285352","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.350135","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"26.443391","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.493654","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"26.510040","198.52.200.39","10.0.2.15","345","TLSv1.2","Application Data"
"26.576891","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.675211","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.767671","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"26.985519","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"27.088985","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"27.157759","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"27.311352","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"27.456710","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"27.557513","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"27.661582","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"27.728441","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"27.917254","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"27.982425","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.047534","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"28.163070","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.279924","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.344988","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"28.453857","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.518678","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.604483","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.669493","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"28.734534","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"28.945630","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"29.059919","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"29.093032","198.52.200.39","10.0.2.15","888","TLSv1.2","Application Data, Application Data"
"29.209885","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"29.313049","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"29.378770","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"29.443583","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"29.543959","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"29.663524","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"29.776873","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"29.777869","198.52.200.39","10.0.2.15","345","TLSv1.2","Application Data"
"29.906825","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.017837","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"30.136866","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.251834","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.367158","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.456795","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.482785","198.52.200.39","10.0.2.15","1392","TCP","443  >  38894 [PSH, ACK] Seq=231867 Ack=503130 Win=65535 Len=1338 [TCP segment of a reassembled PDU]"
"30.521791","198.52.200.39","10.0.2.15","287","TLSv1.2","Application Data"
"30.598054","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.663211","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.728417","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"30.828841","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"30.998738","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.063464","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.128607","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"31.227483","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.343082","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.458064","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.580490","198.52.200.39","10.0.2.15","1140","TLSv1.2","Application Data, Application Data"
"31.689358","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.813324","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"31.919542","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.029624","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.150184","198.52.200.39","10.0.2.15","1392","TLSv1.2","Application Data, Application Data"
"32.173579","198.52.200.39","10.0.2.15","345","TLSv1.2","Application Data"
"32.265234","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.358055","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.422876","198.52.200.39","10.0.2.15","1111","TLSv1.2","Application Data"
"32.496042","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.560858","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.625412","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.727343","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.843419","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"32.964021","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"33.052381","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
"33.117398","198.52.200.39","10.0.2.15","597","TLSv1.2","Application Data"
